distance_sq, {'meter': 2.0}
delta, {'radian': 1.0}
acx, {'meter': 1.0}
angle, {'radian': 1.0}
turning_velocities_msg.header.stamp, {'second': 1.0}
panB, {'radian': 1.0}
pitch, {'radian': 1.0}
heading, {'radian': 1.0}
x, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
cmdR.commanded_velocity, {'second': -1.0}
tf::Vector3&t_tf_world, {'meter': 1.0}
depth_img, {'meter': 1.0}
rectangular_error_abs, {'meter': 1.0}
ping_dist_in_front_, {'meter': 1.0}
dqvec, {'second': -1.0}
qvec_new, {'second': -1.0}
compressed_cloud.header.stamp, {'second': 1.0}
time_total, {'second': 1.0}
secs_end_TOT, {'second': 1.0}
dt, {'second': 1.0}
sqr_dist, {'meter': 2.0}
range, {'meter': 1.0}
dt, {'second': 1.0}
delta_x, {'meter': 1.0}
x, {'meter': 1.0}
current, {'meter': 1.0}
Segment::end_time_2x, {'second': 1.0}
dy, {'meter': 1.0}
delta, {'radian': 1.0}
pitch, {'radian': 1.0}
navdata_rc_references_msg.header.stamp, {'second': 1.0}
map_goal_x, {'meter': 1.0}
dx, {'meter': 1.0}
check, {'meter': 2.0}
delta_th, {'second': 1.0}
delta.theta, {'radian': 1.0}
g_f_sensor, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
dx, {'meter': 1.0}
r_u, {'meter': 1.0}
alpha, {'radian': 1.0}
x_end, {'meter': 1.0}
rz, {'second': -1.0}
c, {'radian': 1.0}
nextPart.linear.x, {'second': -1.0}
x_start, {'meter': 1.0}
angle, {'radian': 1.0}
effort_cmd_srv_msg.request.duration, {'second': 1.0}
trans_error, {'meter': 1.0}
theta, {'radian': 1.0}
yaw, {'radian': 1.0}
model_coefficients, {'radian': 1.0}
__ros_log_delayed_throttle__last_hit__, {'second': 1.0}
sum_slice, {'meter': 1.0}
r_y, {'meter': 1.0}
perr, {'meter': 1.0}
y, {'second': -1.0}
p_dx, {'meter': 1.0}
sonar_12, {'meter': 1.0}
d, {'quaternion': 1.0}
r_u, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
multiplier, {'meter': -1.0}
sqr_distance2, {'meter': 2.0}
timeMsg.data, {'second': 1.0}
odom_time_begin_, {'second': 1.0}
angle_yz2, {'radian': 1.0}
v2_y, {'meter': 1.0}
current_velocity, {'second': -1.0}
point1.x, {'meter': 1.0}
yawAngle1, {'radian': 1.0}
lastVel.angular.x, {'second': -1.0}
max_speed_lin, {'meter': 1.0}
delta_y, {'second': 1.0}
delta, {'second': 1.0}
psi_des, {'radian': 1.0}
elapsed, {'second': 1.0}
P_dw_new, {'meter': 1.0}
trajectory_duration, {'second': 1.0}
it.z, {'radian': 1.0}
right_com, {'second': -1.0, 'meter': 1.0}
yaw, {'radian': 1.0}
dt, {'second': 1.0}
srv.request.measured_x, {'meter': 1.0}
y, {'meter': 1.0}
deltaTime, {'second': 1.0}
w_, {'quaternion': 1.0}
delta_rot2_hat, {'radian': 1.0}
maxAngle, {'radian': 1.0}
euler_angle_ZYX_Z, {'radian': 1.0}
gradient_B, {'meter': 4.0}
y, {'meter': 1.0}
head_y_diff, {'meter': 1.0}
z, {'meter': 1.0}
posTheta2, {'radian': 1.0}
target_angle, {'radian': 1.0}
yawRec, {'radian': 1.0}
arctan, {'radian': 1.0}
mean.theta, {'radian': 1.0}
msg_v_att.rollspeed, {'second': -1.0}
lat, {'degree_360': 1.0}
upsilon, {'radian': -1.0}
initial_z, {'meter': 1.0}
pos_, {'second': 1.0}
geometry_msgs::Vector3&a, {'second': -2.0, 'meter': 1.0}
delta, {'radian': 1.0}
computed_arrival_time_, {'second': 1.0}
pitch, {'radian': 1.0}
angle, {'radian': 1.0}
stamp_age_variance, {'second': 2.0}
trajectory_point1.time_from_start, {'second': 1.0}
z, {'quaternion': 1.0}
msg.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
delta.theta, {'radian': 1.0}
newvel, {'second': -1.0, 'meter': 1.0}
diffAngle, {'radian': 1.0}
last_print_time, {'second': 1.0}
global_angz, {'second': -1.0}
y, {'meter': 1.0}
last_hit, {'second': 1.0}
odom_y_, {'meter': 1.0}
roll, {'radian': 1.0}
roll*, {'radian': 1.0}
angle_yz1, {'radian': 1.0}
arccos, {'radian': 1.0}
phi, {'radian': 1.0}
vx, {'second': -1.0}
acceleration, {'second': -1.0}
hat_R_B2ENU_31, {'second': -1.0}
test, {'meter': 1.0}
image_raw_buf.header.stamp, {'second': 1.0}
v2, {'second': -1.0}
lastTime, {'second': 1.0}
dx, {'meter': 1.0}
phi_shoulder_, {'radian': 1.0}
x, {'quaternion': 1.0}
time_last, {'second': 1.0}
V_inv, {'radian': -1.0}
v, {'meter': 1.0}
lastAngVel, {'meter': 1.0}
q2, {'quaternion': 1.0}
x_map_pose, {'meter': 1.0}
yaw_, {'radian': 1.0}
tf::Vector3&v1, {'meter': 1.0}
t_cruise, {'meter': 1.0}
derivativeTerm, {'second': -1.0}
pitch, {'radian': 1.0}
dt, {'second': 1.0}
x2, {'meter': 1.0}
x, {'meter': 1.0}
rot_center, {'meter': 1.0}
rbDrive, {'second': -1.0, 'meter': 1.0}
roll, {'radian': 1.0}
smallest_sq_diff, {'meter': 2.0}
maxRangeForContainer, {'meter': 1.0}
total_distance, {'meter': 1.0}
acos_term, {'radian': 1.0}
inclination, {'radian': 1.0}
angle, {'radian': 1.0}
res.q1, {'radian': 1.0}
dist_x, {'meter': 1.0}
theta, {'second': -1.0}
ax, {'radian': 1.0}
sqx, {'quaternion': 1.0}
window, {'second': 1.0}
li.receipt_time, {'second': 1.0}
angle_to_goal*, {'radian': 1.0}
grassX, {'meter': 1.0}
right_.data, {'second': -1.0, 'meter': 1.0}
theta, {'radian': 1.0}
dt, {'second': 1.0}
dt, {'second': 1.0}
theta_, {'radian': 1.0}
angz, {'second': -1.0}
pitch, {'radian': 1.0}
pointofstall_, {'second': 1.0}
time_step, {'second': 1.0}
speedFactor, {'meter': -1.0}
dz, {'meter': 1.0}
diff, {'meter': 1.0}
current_ang_vel, {'second': -1.0}
ident.stamp_, {'second': 1.0}
i, {'second': 1.0}
tmpTheta, {'radian': 1.0}
roll, {'radian': 1.0}
navdata_vision_msg.header.stamp, {'second': 1.0}
rot_, {'second': -1.0}
Vr_a, {'second': -1.0, 'meter': 1.0}
x, {'meter': 1.0}
eucl_distance, {'meter': 1.0}
angulo, {'radian': 1.0}
dist, {'meter': 1.0}
roll, {'radian': 1.0}
px, {'meter': 1.0}
starttime, {'second': 1.0}
meanVelocityDeviation, {'second': 1.0}
cam_info.header.stamp, {'second': 1.0}
img_right_.header.stamp, {'second': 1.0}
error_v_sum, {'second': -1.0, 'meter': 1.0}
int_marker.pose.position.x, {'meter': 1.0}
b, {'meter': 1.0}
prev_theta_aux, {'radian': 1.0}
exploration_time, {'second': 1.0}
m_currentPositionY, {'meter': 1.0}
delta, {'second': 1.0}
angle_to_goal, {'radian': 1.0}
dwalltime, {'second': 1.0}
rot_, {'second': -1.0}
theta, {'radian': 1.0}
ex, {'second': -1.0, 'meter': 1.0}
time_now, {'second': 1.0}
quat_w, {'quaternion': 1.0}
knot.header.stamp, {'second': 1.0}
lastTheta, {'radian': 1.0}
time_start, {'second': 1.0}
q4, {'radian': 1.0}
rot_, {'second': -1.0}
ITerm, {'second': -2.0}
integral_error_accumulator_yaw, {'second': 1.0}
right_y_diff, {'meter': 1.0}
rejectionX, {'meter': -0.5}
radius, {'meter': 1.0}
dt, {'second': 1.0}
out_y, {'meter': 1.0}
yaw, {'radian': 1.0}
tag.xRot, {'radian': 1.0}
z*, {'radian': 1.0}
y2, {'meter': 1.0}
pitch, {'radian': 1.0}
rotateAngle, {'radian': 1.0}
last_hit, {'second': 1.0}
current_range, {'meter': 1.0}
goal, {'meter': 1.0}
theta_horiz1, {'radian': 1.0}
total_path_distance, {'meter': 1.0}
rosTSNew, {'second': 1.0}
ubicacionRobot.coordenadaCuerpo_x, {'meter': 1.0}
sync_delta_, {'second': 1.0}
delta_x, {'meter': 1.0}
dqvec, {'second': -1.0}
scan_angle_y, {'radian': 1.0}
yaw_real, {'second': -1.0}
dist, {'meter': 1.0}
mean.theta, {'radian': 1.0}
goal.source_time, {'second': 1.0}
angle_between_x_and_y, {'radian': 1.0}
w, {'second': -1.0}
delta, {'radian': 1.0}
odom_w_err, {'second': -1.0}
dt_second, {'second': 1.0}
y_msg.data, {'meter': 1.0}
y_, {'meter': 1.0}
theta1, {'radian': 1.0}
b, {'radian': 1.0}
model_coefficients, {'radian': 1.0}
error_linear, {'meter': 1.0}
CurrentWay_.header.stamp, {'second': 1.0}
x, {'meter': 1.0}
previous_t_azi, {'radian': 1.0}
last_angv, {'second': -1.0}
alpha, {'radian': 1.0}
x, {'meter': 1.0}
oldAngle, {'radian': 1.0}
quat_w, {'quaternion': 1.0}
goal.timeout, {'second': 1.0}
yDistance, {'meter': 1.0}
delta_rot2_noise, {'radian': 1.0}
freq, {'second': -1.0}
t_subgoal, {'second': 1.0}
part_sum_y, {'second': 1.0}
y, {'second': -1.0}
timecost_vo, {'second': 1.0}
y_end, {'meter': 1.0}
dE_yaw, {'second': -1.0}
res, {'radian': 1.0}
lookAheadThreshold, {'second': -1.0, 'meter': 1.0}
dy, {'meter': 1.0}
angular_velocity, {'second': -1.0}
kut_prvi, {'radian': 1.0}
myLineAngle, {'radian': 1.0}
seconds, {'second': 1.0}
wz, {'second': -1.0}
theta, {'radian': 1.0}
error_y, {'meter': 1.0}
range_max, {'meter': 1.0}
dy, {'meter': 1.0}
estimator_timer, {'second': 1.0}
acx, {'meter': 1.0}
yaw, {'radian': 1.0}
rotational_dist, {'radian': 1.0}
range_max_, {'meter': 1.0}
tf::Vector3&v, {'meter': 1.0}
range_min, {'meter': 1.0}
dz, {'meter': 1.0}
distMin, {'meter': 1.0}
vc_temp, {'second': 1.0}
ang, {'second': -1.0}
range_min_sq_, {'meter': 2.0}
image.header.stamp, {'second': 1.0}
vl, {'meter': 1.0}
height, {'meter': 1.0}
cliff.header.stamp, {'second': 1.0}
ay, {'radian': 1.0}
trans_srv.request.dx_in_m, {'meter': 1.0}
x, {'meter': 1.0}
i, {'second': 1.0}
x, {'meter': 1.0}
dt, {'second': 1.0}
mData, {'quaternion': 1.0}
y_, {'meter': 1.0}
rPitch, {'radian': 1.0}
dt, {'second': 1.0}
g_odom_y, {'second': 1.0}
a1, {'radian': 1.0}
roll, {'radian': 1.0}
x_start, {'meter': 1.0}
quat.X, {'quaternion': 1.0}
intensity, {'meter': 1.0}
des_state_y_, {'meter': 1.0}
p, {'radian': 1.0}
cx, {'meter': 1.0}
object.pose.header.stamp, {'second': 1.0}
d2, {'radian': 1.0}
z, {'meter': 1.0}
R_dot, {'second': -1.0}
sum, {'radian': 1.0}
last_y_, {'meter': 1.0}
x, {'meter': 1.0}
image_msg.header.stamp, {'second': 1.0}
z1, {'meter': 1.0}
arctan_, {'radian': 1.0}
phi12, {'radian': 1.0}
rosTSNew, {'second': 1.0}
psi, {'radian': 1.0}
y, {'quaternion': 1.0}
ft.second.header.stamp, {'second': 1.0}
pitch, {'radian': 1.0}
NewValue_x, {'meter': 1.0}
a3, {'radian': 1.0}
initTime, {'second': 1.0}
x_, {'second': -1.0, 'meter': 1.0}
wpz, {'meter': 1.0}
temp, {'radian': 1.0}
total_error.rotation_error, {'quaternion': 1.0}
range_scan_min, {'meter': 1.0}
goal.source_time, {'second': 1.0}
stop_request.crop_start_time, {'second': 1.0}
x, {'second': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
max_y*, {'meter': 1.0}
dy, {'second': -1.0, 'meter': 1.0}
y, {'second': 1.0}
lastBaseDifferenceTime, {'second': 1.0}
cmdRotation, {'second': -1.0}
b, {'quaternion': 1.0}
oz, {'meter': 1.0}
sensingTime, {'second': 1.0}
t2, {'second': 1.0}
dy, {'meter': 1.0}
trip_len, {'meter': 1.0}
camLatMin, {'radian': 1.0}
start_time, {'second': 1.0}
dy, {'second': -2.0, 'meter': 2.0}
delta_rot2_noise, {'radian': 1.0}
timestampSample, {'second': 1.0}
error, {'meter': 1.0}
EPoint, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
add_meetpoint_srv.request.robot_angle, {'radian': 1.0}
ori_to_robot, {'radian': 1.0}
theta, {'radian': 1.0}
prevtime, {'second': 1.0}
theta, {'radian': 1.0}
robot_pose_vy_, {'second': -1.0}
theta_diff_term, {'radian': 1.0}
current_time, {'second': 1.0}
vth, {'second': -1.0}
delta_z, {'meter': 1.0}
center_dist_end, {'meter': 1.0}
pos, {'meter': 1.0}
oz_final, {'radian': 1.0}
theta, {'radian': 1.0}
angle, {'radian': 1.0}
trip_dist_err, {'meter': 1.0}
lastDiagTime_, {'second': 1.0}
sub_y, {'meter': 1.0}
multiplier, {'meter': -1.0}
_dist_state.data, {'meter': 1.0}
acx, {'meter': 1.0}
base_pose, {'meter': 1.0}
theta, {'radian': 1.0}
distCToCenter, {'meter': 1.0}
desiredHeight, {'meter': 1.0}
msg_data_acquired_now.hand_synergy_joint_state_velocity, {'second': -1.0}
g_maxZ, {'meter': 1.0}
vth, {'second': -1.0}
m.left, {'second': -1.0, 'meter': 1.0}
theta_plus, {'radian': 1.0}
d, {'meter': 1.0}
delta_y, {'second': 1.0}
retVal, {'second': 1.0}
v, {'radian': 1.0}
straight_dist, {'meter': 1.0}
time_start, {'second': 1.0}
angle, {'radian': 1.0}
pitch_, {'radian': 1.0}
left_rect_image_.header.stamp, {'second': 1.0}
lat, {'radian': 1.0}
desiredLeftMotorSpeed, {'second': -1.0}
cvi.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
pAngle, {'radian': 1.0}
srv2.request.header.stamp, {'second': 1.0}
delta.v, {'radian': 1.0}
a_dif, {'radian': 1.0}
timing, {'second': 1.0}
last_time, {'second': 1.0}
sum_desired, {'second': -1.0}
x2, {'quaternion': 1.0}
time1, {'second': 1.0}
v2, {'meter': 1.0}
dy, {'meter': 1.0}
actualAngleDir, {'radian': 1.0}
dx, {'meter': 1.0}
az1, {'radian': 1.0}
yaw_path, {'radian': 1.0}
pitch*, {'radian': 1.0}
delta.theta, {'radian': 1.0}
update, {'meter': 1.0}
retval.theta, {'radian': 1.0}
publish_me.header.stamp, {'second': 1.0}
vth, {'second': -1.0}
x_dot, {'second': -1.0, 'meter': 1.0}
x_0, {'degree_360': 1.0}
pathR.header.stamp, {'second': 1.0}
diff_y, {'meter': 1.0}
dx, {'meter': 1.0}
time, {'second': 1.0}
alfa, {'radian': 1.0}
relTime, {'radian': 1.0}
rot_, {'second': -1.0}
odomY, {'second': -1.0, 'meter': 1.0}
a2, {'meter': 1.0}
goalY, {'meter': 1.0}
msg.header.stamp, {'second': 1.0}
out_x_r, {'meter': 1.0}
dt, {'second': 1.0}
multiplier, {'meter': -1.0}
dt2, {'second': 1.0}
dy, {'meter': 1.0}
v_peak, {'meter': 0.5}
ipos_y, {'meter': 1.0}
yaw_diff, {'radian': 1.0}
y, {'meter': 1.0}
a, {'radian': 1.0}
tilt_angle, {'radian': 1.0}
rot, {'radian': 1.0}
dt, {'second': 1.0}
pos_low, {'second': 1.0}
msg.header.stamp, {'second': 1.0}
qvec_new, {'second': -1.0}
y, {'second': 1.0}
soln1, {'radian': 1.0}
angularVelocity, {'second': -1.0}
navdata_pressure_raw_msg.header.stamp, {'second': 1.0}
y, {'meter': 1.0}
x_des, {'meter': 1.0}
spin, {'second': -1.0}
myLineAngle, {'radian': 1.0}
current_angle, {'radian': 1.0}
msg.header.stamp, {'second': 1.0}
angle, {'radian': 1.0}
delta_x, {'second': 1.0}
ang, {'radian': 1.0}
current_accel, {'second': -2.0}
v, {'second': -1.0, 'meter': 1.0}
min_range, {'meter': 1.0}
q2, {'quaternion': 1.0}
weightedAtlasCommandAge, {'second': 1.0}
imu_angular_rate_, {'second': -1.0}
current_accel_y, {'second': -2.0}
pub_msg.clock, {'second': 1.0}
left_com, {'second': -1.0}
v, {'radian': 1.0}
angle, {'radian': 1.0}
startedLogClock, {'second': 1.0}
dtheta0, {'radian': 1.0}
t, {'radian': 1.0}
beta, {'radian': 1.0}
l_w, {'second': -1.0}
y_start, {'meter': 1.0}
wx, {'meter': 1.0}
spin, {'second': -1.0}
min_dist, {'meter': 1.0}
b, {'radian': 1.0}
second_image.header.stamp, {'second': 1.0}
imurpy.yaw, {'second': 1.0}
temp_x, {'meter': 1.0}
delta_x, {'second': 1.0}
th3, {'radian': 1.0}
translation_bC, {'meter': 1.0}
pitch, {'radian': 1.0}
pitch, {'radian': 1.0}
betha, {'radian': 1.0}
goalOz, {'quaternion': 1.0}
t_vel, {'second': -1.0}
w, {'quaternion': 1.0}
angleGoal, {'radian': -1.0}
elapsedTime, {'second': 1.0}
it.pose.theta, {'radian': 1.0}
feedback_.progress, {'quaternion': 1.0}
w2, {'second': 1.0}
image_msg.header.stamp, {'second': 1.0}
delta_y, {'second': 1.0}
x3, {'meter': 1.0}
dt, {'second': 1.0}
angle, {'quaternion': 1.0}
desRoll, {'second': -1.0, 'meter': 1.0}
timecost_vo, {'second': 1.0}
time_since_last_update, {'second': 1.0}
control_msg_.header.stamp, {'second': 1.0}
secs_e, {'second': 1.0}
time_diff, {'second': 1.0}
steeringFwd, {'meter': 0.5}
epsilon, {'radian': 1.0}
tColor, {'second': 1.0}
Kt, {'second': 2.0}
navdata_wind_speed_msg.header.stamp, {'second': 1.0}
Prop_R_B2ENU_23, {'second': -1.0}
qx, {'quaternion': 1.0}
Et, {'radian': 1.0}
cruise_distance, {'meter': 1.0}
t_out.header.stamp, {'second': 1.0}
image_depth_sync.header.stamp, {'second': 1.0}
speed_encoder, {'second': -1.0}
angle, {'radian': 1.0}
y_start, {'meter': 1.0}
db_msg.header.stamp, {'second': 1.0}
final_angle, {'radian': 1.0}
sZ, {'second': -1.0, 'meter': 1.0}
delta_time, {'second': 1.0}
angle, {'quaternion': 1.0}
delta, {'radian': 1.0}
qy, {'quaternion': 1.0}
Distancel, {'meter': 1.0}
dt, {'second': 1.0}
lin_acc_z_, {'second': -2.0, 'meter': 1.0}
interface_torque_, {'second': -2.0, 'kilogram': 1.0, 'meter': 2.0}
yaw_, {'radian': 1.0}
second_image.header.stamp, {'second': 1.0}
linear_velocity, {'meter': 1.0}
dt, {'second': 1.0}
dt, {'second': 1.0}
yAngle, {'radian': 1.0}
pose.x, {'meter': 1.0}
y_change, {'second': -2.0, 'meter': 2.0}
knot.header.stamp, {'second': 1.0}
yaw_value, {'radian': 1.0}
yaw, {'quaternion': 1.0}
dt_sec, {'second': 1.0}
alpha, {'radian': 1.0}
duty, {'second': -1.0, 'meter': 1.0}
feedback.current_pos.x, {'meter': 1.0}
vp_m, {'meter': 1.0}
z, {'meter': 1.0}
dang_gps, {'radian': 1.0}
Ncov, {'second': 1.0}
y_robot, {'meter': 1.0}
roll, {'radian': 1.0}
out.stamp_, {'second': 1.0}
pitch*, {'radian': 1.0}
z_actual, {'meter': 1.0}
diff, {'second': 1.0}
rate, {'second': -1.0}
z, {'meter': 1.0}
x, {'meter': 1.0}
roll, {'radian': 1.0}
__ros_log_stream_throttle__last_hit__, {'second': 1.0}
match_val, {'meter': 1.0}
delta_rot2_hat, {'radian': 1.0}
cisstData.Position.Translation.X, {'meter': 1.0}
timeLasted, {'second': 1.0}
a, {'radian': 1.0}
wall_angle, {'radian': 1.0}
navdata_trackers_send_msg.header.stamp, {'second': 1.0}
r_v, {'second': -1.0}
time_total_TOT, {'second': 1.0}
elapsedTimeColor, {'second': 1.0}
t, {'second': 1.0}
ping_dist_in_front_, {'meter': 1.0}
v2_x, {'meter': 1.0}
distance, {'meter': 1.0}
y1, {'meter': 1.0}
x_pos, {'meter': 1.0}
translation, {'meter': 1.0}
mean_x, {'meter': 1.0}
temp_pos, {'radian': 1.0}
kinect_max_x, {'meter': 1.0}
dy, {'meter': 1.0}
info_left_.header.stamp, {'second': 1.0}
delta, {'radian': 1.0}
dx, {'meter': 1.0}
yawrate, {'second': -1.0}
_orientation, {'second': 1.0}
robot_orient, {'quaternion': 1.0}
legacynavdata_msg.header.stamp, {'second': 1.0}
roll*, {'radian': 1.0}
origin, {'meter': 1.0}
navdata_vision_raw_msg.header.stamp, {'second': 1.0}
robot_pose_th, {'second': 1.0}
start_time, {'second': 1.0}
distance, {'meter': 1.0}
sensor_msg.header.stamp, {'second': 1.0}
FSR1, {'meter': 1.0}
mag_msg.header.stamp, {'second': 1.0}
baseHDistance, {'meter': 1.0}
dt2, {'second': 1.0}
timeOdomBefBA, {'second': 1.0}
moment_y, {'meter': 1.0}
x, {'meter': 1.0}
general_cloud.header.stamp, {'second': 1.0}
y*, {'radian': 1.0}
a, {'quaternion': 1.0}
X, {'second': 1.0}
angle_diff, {'radian': 1.0}
c, {'radian': 1.0}
acx, {'meter': 1.0}
secs_end_STEP, {'second': 1.0}
mcs_timer, {'second': 1.0}
ranges, {'meter': 1.0}
a, {'radian': 1.0}
xd, {'meter': 1.0}
quat_w, {'quaternion': 1.0}
homogMsg.pose1.orientation.x, {'quaternion': 1.0}
vel_x_derived_, {'second': -1.0, 'meter': 1.0}
info_right_.header.stamp, {'second': 1.0}
th, {'second': 1.0}
initial_time, {'second': 1.0}
am1, {'second': -2.0, 'meter': 1.0}
velZsquare, {'second': -1.0}
resultant_angle, {'radian': 1.0}
y_history, {'meter': 1.0}
zx_arctan, {'radian': 1.0}
psi_dot, {'second': -1.0}
position_x, {'quaternion': 1.0}
acy, {'meter': 1.0}
subState.pose.position.x, {'meter': 1.0}
this.translation, {'meter': 1.0}
t1, {'second': 1.0}
dpAngle, {'radian': 1.0}
inclination, {'radian': 1.0}
right_8.header.stamp, {'second': 1.0}
y_end, {'meter': 1.0}
x, {'meter': 1.0}
r, {'radian': 1.0}
dx, {'meter': 1.0}
vx, {'second': -1.0, 'meter': 1.0}
bcy, {'meter': 1.0}
this.x_pos_, {'meter': 1.0}
dt, {'second': 1.0}
yaw, {'radian': 1.0}
phi, {'radian': 1.0}
vec_sensor_dir.x, {'meter': 1.0}
dt, {'second': 1.0}
cp, {'meter': 1.0}
dy, {'meter': 1.0}
rosTS, {'second': 1.0}
velocity_value_buffer2, {'meter': 1.0}
desired_vel, {'second': -1.0, 'meter': 1.0}
last_hit, {'second': 1.0}
angleDirection, {'radian': 1.0}
trajectory_.trajectory.header.stamp, {'second': 1.0}
alpha, {'radian': 1.0}
this.contact_state_msg_.header.stamp, {'second': 1.0}
delta, {'radian': 1.0}
x_est_old, {'meter': 1.0}
delta_rot2, {'radian': 1.0}
angles, {'radian': 1.0}
y2, {'meter': 1.0}
delta, {'radian': 1.0}
Trajectory::value_type::last_curr_time, {'second': 1.0}
qw, {'quaternion': 1.0}
oz, {'radian': 1.0}
j5array, {'radian': 1.0}
wx, {'meter': 1.0}
dtheta, {'second': 2.0}
dt, {'second': 1.0}
y, {'meter': 1.0}
yf, {'meter': 1.0}
angularDistance_, {'radian': 1.0}
w, {'quaternion': 1.0}
epose.position.x, {'meter': 1.0}
roll*, {'radian': 1.0}
geometry_msgs::Vector3&p, {'meter': 1.0}
x, {'meter': 1.0}
timeElapsed, {'second': 1.0}
tmp_time, {'second': 1.0}
tZ, {'meter': 1.0}
dt, {'second': 1.0}
beta, {'radian': 1.0}
dy, {'meter': 1.0}
angle_sum, {'radian': 1.0}
prediction, {'radian': 1.0}
dec, {'second': -2.0}
secs, {'second': 1.0}
beta_p, {'radian': 1.0}
v1y, {'second': -1.0}
bcx, {'meter': 1.0}
delta, {'second': 1.0}
radN, {'radian': 1.0}
v_right_mps, {'second': -1.0}
theta, {'radian': 1.0}
theta_vert1, {'radian': 1.0}
pAngle, {'radian': 1.0}
straight_dist, {'meter': 1.0}
imuPitchCur, {'second': 1.0}
freq, {'second': -1.0}
ang_between, {'radian': 1.0}
upsilon, {'radian': -1.0}
dist, {'meter': 1.0}
roll, {'radian': 1.0}
rot, {'radian': 1.0}
theta, {'radian': 1.0}
integral_y, {'second': 1.0, 'meter': 1.0}
left_z_diff, {'meter': 1.0}
delta_th, {'second': 1.0}
a, {'radian': 1.0}
v, {'radian': 1.0}
x, {'quaternion': 1.0}
x*, {'meter': 1.0}
p_.data, {'meter': 1.0}
y, {'meter': 1.0}
diff, {'second': 1.0}
outs, {'second': 1.0}
range, {'meter': 1.0}
delta, {'radian': 1.0}
d1, {'radian': 1.0}
zp.y, {'radian': 1.0}
thetacenter, {'radian': 1.0}
time, {'second': 1.0}
range_cutoff, {'meter': 1.0}
ori1, {'radian': 1.0}
max_ang, {'radian': 1.0}
oy, {'meter': 1.0}
p, {'meter': 1.0}
vz_gain, {'second': -1.0, 'meter': 1.0}
d, {'quaternion': 1.0}
d_rot2, {'radian': 1.0}
vc, {'second': -1.0}
MagHeading, {'radian': 1.0}
header.stamp, {'second': 1.0}
direction, {'radian': 1.0}
time_from_last, {'second': 1.0}
theta, {'radian': 1.0}
temp_v, {'meter': 1.0}
back_range_max, {'meter': 1.0}
goal_x, {'meter': 1.0}
vector_angle, {'radian': 1.0}
heading, {'radian': 1.0}
x, {'meter': 1.0}
left_x_tmp, {'meter': 1.0}
sq_dist, {'meter': 2.0}
p, {'radian': 1.0}
timeStart, {'second': 1.0}
navdata_watchdog_msg.header.stamp, {'second': 1.0}
time_diff, {'second': 1.0}
acy, {'meter': 1.0}
vz_gain, {'second': -1.0, 'meter': 1.0}
fieldAngle, {'radian': 1.0}
x_end, {'meter': 1.0}
current_seg_ref_point_, {'meter': 1.0}
V_inv, {'radian': -1.0}
vec, {'meter': 1.0}
dt, {'second': 1.0}
ang1, {'radian': 1.0}
w_x_s, {'meter': 1.0}
delta, {'radian': 1.0}
dy, {'second': -2.0, 'meter': 1.0}
ox, {'meter': 1.0}
qx, {'quaternion': 1.0}
Q_norm_desired_diff, {'quaternion': 1.0}
time_diff, {'second': 1.0}
PY_INIT, {'meter': 1.0}
v, {'radian': 1.0}
x, {'meter': 1.0}
rhip_x, {'meter': 1.0}
state_y_, {'meter': 1.0}
a, {'radian': 1.0}
ySum, {'meter': 1.0}
dist_goal, {'meter': 1.0}
result, {'radian': 1.0}
actual_turn_axis, {'quaternion': 1.0}
q.x, {'quaternion': 1.0}
q4, {'radian': 1.0}
CorTheta, {'radian': 1.0}
tgt_yaw_angle, {'radian': 1.0}
copter_x, {'meter': 1.0}
vRight, {'second': -1.0, 'meter': 1.0}
angle, {'radian': 1.0}
h.stamp, {'second': 1.0}
result, {'radian': 1.0}
msg.tip_force_x, {'second': -2.0, 'kilogram': 1.0, 'meter': 1.0}
angle_turned, {'quaternion': 1.0}
wpx, {'meter': 1.0}
theta, {'radian': 1.0}
yaw*, {'radian': 1.0}
th, {'radian': 1.0}
pre_v, {'second': -1.0, 'meter': 1.0}
delta_y, {'second': 1.0}
angle, {'radian': 1.0}
pan4A, {'radian': 1.0}
roll_cmd, {'second': 1.0}
px, {'meter': 1.0}
phi, {'radian': 1.0}
accelY, {'second': -1.0, 'meter': 1.0}
dt, {'second': 1.0}
y_start, {'meter': 1.0}
smallestDiff, {'second': 1.0}
navdata_video_stream_msg.header.stamp, {'second': 1.0}
arctan, {'radian': 1.0}
tDiff, {'second': 1.0}
angle, {'radian': 1.0}
optimal_time_, {'second': 1.0}
d, {'meter': 1.0}
